key,dialogue_id,turn_index,speaker_role,raw_target,target,slot_types,spoken_digit_tags,is_digit_focus
utt_000310,dlg_00031,10,controller,保持上升场高317,保持上升场高317,callsign|height|qnh,,1
utt_000311,dlg_00032,1,pilot,听指令上升3107米报,听指令上升3107米报,callsign|height|runway,,1
utt_000312,dlg_00032,2,controller,啊4栋18明白保持标高3107听指令上升3107米,啊4018明白保持标高3107听指令上升3107米,callsign|height|runway,,1
utt_000313,dlg_00032,3,pilot,哎4栋18明白,哎4018明白,callsign,,1
utt_000314,dlg_00032,4,controller,保持场高标高3107,保持场高标高3107,callsign|height|runway,,1
utt_000315,dlg_00032,5,pilot,呃听指令上升3呃标压3107米报,呃听指令上升3呃标压3107米报,callsign|height|runway,,1
utt_000316,dlg_00032,6,controller,4018标高3107,4018标高3107,callsign|height|runway,,1
utt_000317,dlg_00032,7,pilot,工作正常,工作正常,,,0
utt_000318,dlg_00032,8,pilot,呃与泰山联系好请求脱波,呃与泰山联系好请求脱波,,,0
utt_000319,dlg_00032,9,controller,4018可以脱波再见,4018可以脱波再见,callsign,,1
utt_000320,dlg_00032,10,pilot,泰山4018,泰山4018,callsign,,1
utt_000321,dlg_00033,1,pilot,4018泰山回答工作情况,4018泰山回答工作情况,callsign,,1
utt_000322,dlg_00033,2,controller,预计进入本区时刻,预计进入本区时刻,,,0
utt_000323,dlg_00033,3,pilot,泰山,泰山,,,0
utt_000324,dlg_00033,4,pilot,"4018标高9标高9,000工作正常预计进入时刻1212",4018标高9标高9000工作正常预计进入时刻1212,callsign|height,,1
utt_000325,dlg_00033,5,controller,4018,4018,callsign,,1
utt_000326,dlg_00033,6,controller,"保持标高9,000",保持标高9000,callsign|height,,1
utt_000327,dlg_00033,7,pilot,飞跃P256报,飞跃P256报,callsign,,1
utt_000328,dlg_00033,8,pilot,4018明白,4018明白,callsign,,1
utt_000329,dlg_00033,9,controller,飞跃P256报,飞跃P256报,callsign,,1
utt_000330,dlg_00033,10,pilot,4018因雷暴P256到ZM导航台不能飞,4018因雷暴P256到ZM导航台不能飞,callsign,,1
utt_000331,dlg_00034,1,pilot,备份航线P256直飞P283,备份航线P256直飞P283,callsign,,1
utt_000332,dlg_00034,2,controller,嗯飞备份航线P256直飞P2834018,嗯飞备份航线P256直飞P2834018,callsign,,1
utt_000333,dlg_00034,3,pilot,4018,4018,callsign,,1
utt_000334,dlg_00034,4,controller,"标高7,200有交叉飞行保持标高7,200在史各庄等待",标高7200有交叉飞行保持标高7200在史各庄等待,callsign|height,,1
utt_000335,dlg_00034,5,pilot,"4018明白保持7,200",4018明白保持7200,callsign,,1
utt_000336,dlg_00034,6,controller,飞史各庄等待,飞史各庄等待,,,0
utt_000337,dlg_00034,7,pilot,4018在整点前通过P3P322,4018在整点前通过P3P322,callsign,,1
utt_000338,dlg_00034,8,controller,4018明白整点前通过P3224018在P377前保持当前速度,4018明白整点前通过P3224018在P377前保持当前速度,callsign,,1
utt_000339,dlg_00034,9,pilot,4018明白P377前保持速度,4018明白P377前保持速度,callsign,,1
utt_000340,dlg_00034,10,pilot,啊4018明白频率317.07,啊4018明白频率317.07,callsign|frequency|qnh|runway,,1
utt_000341,dlg_00035,1,controller,联系07进塔台,联系07进塔台,runway,,1
utt_000342,dlg_00035,2,pilot,4018,4018,callsign,,1
utt_000343,dlg_00035,3,controller,频率317.07前方联系07,频率317.07前方联系07,callsign|frequency|qnh|runway,,1
utt_000344,dlg_00035,4,pilot,进近塔台,进近塔台,,,0
utt_000345,dlg_00035,5,pilot,4018明白,4018明白,callsign,,1
utt_000346,dlg_00035,6,controller,频率317.07联系07进塔台,频率317.07联系07进塔台,callsign|frequency|qnh|runway,,1
utt_000347,dlg_00035,7,pilot,长江4018叫,长江4018叫,callsign,,1
utt_000348,dlg_00035,8,pilot,4018长江收到,4018长江收到,callsign,,1
utt_000349,dlg_00035,9,pilot,报告高度位置,报告高度位置,height,,0
utt_000350,dlg_00035,10,controller,预达时刻,预达时刻,,,0
utt_000351,dlg_00036,1,pilot,4018标高89能见飞行工作正常,4018标高89能见飞行工作正常,callsign|height,,1
utt_000352,dlg_00036,2,controller,预达时刻1115请求着陆条件,预达时刻1115请求着陆条件,callsign,,1
utt_000353,dlg_00036,3,pilot,4018,4018,callsign,,1
utt_000354,dlg_00036,4,controller,着陆条件抄收,着陆条件抄收,,,0
utt_000355,dlg_00036,5,controller,本场场压756跑道07,本场场压756跑道07,callsign|qnh|runway,,1
utt_000356,dlg_00036,6,pilot,能见度大于,能见度大于,weather,,0
utt_000357,dlg_00036,7,controller,07公里云高317云量3个北风5米每秒场面温度20度本场没有活动,07公里云高317云量3个北风5米每秒场面温度20度本场没有活动,callsign|qnh|runway|wind|weather,,1
utt_000358,dlg_00036,8,pilot,4018明白,4018明白,callsign,,1
utt_000359,dlg_00036,9,controller,场压756,场压756,callsign|qnh,,1
utt_000360,dlg_00036,10,pilot,跑道07,跑道07,runway,,1
utt_000361,dlg_00037,1,pilot,4018明白场压756跑道07,4018明白场压756跑道07,callsign|qnh|runway,,1
utt_000362,dlg_00037,2,pilot,4018请求下降高度,4018请求下降高度,callsign|height,,1
utt_000363,dlg_00037,3,controller,4018可以下降高度,4018可以下降高度,callsign|height,,1
utt_000364,dlg_00037,4,pilot,"标高8,100报",标高8100报,callsign|height,,1
utt_000365,dlg_00037,5,controller,"呃4018标高8,100",呃4018标高8100,callsign|height,,1
utt_000366,dlg_00037,6,pilot,"4018继续下降到标压7,500报",4018继续下降到标压7500报,callsign|height,,1
utt_000367,dlg_00037,7,pilot,4018明白,4018明白,callsign,,1
utt_000368,dlg_00037,8,controller,长江4018,长江4018,callsign,,1
utt_000369,dlg_00037,9,pilot,场高900请求加入方法,场高900请求加入方法,callsign|height,,1
utt_000370,dlg_00037,10,controller,4018,4018,callsign,,1
utt_000371,dlg_00038,1,controller,保持场高900加入左起落航线三边,保持场高900加入左起落航线三边,callsign|height,,1
utt_000372,dlg_00038,2,pilot,4018明白,4018明白,callsign,,1
utt_000373,dlg_00038,3,controller,长江4018,长江4018,callsign,,1
utt_000374,dlg_00038,4,pilot,起落架放好请求着陆,起落架放好请求着陆,,,0
utt_000375,dlg_00038,5,controller,4018检查好起落架可以着陆,4018检查好起落架可以着陆,callsign,,1
utt_000376,dlg_00038,6,pilot,4018明白,4018明白,callsign,,1
utt_000377,dlg_00038,7,controller,4018跑道入侵复飞,4018跑道入侵复飞,callsign|runway,,1
utt_000378,dlg_00038,8,controller,复飞,复飞,,,0
utt_000379,dlg_00038,9,pilot,4018高度317左转建立左航线,4018高度317左转建立左航线,callsign|height|qnh,,1
utt_000380,dlg_00038,10,pilot,4018明白,4018明白,callsign,,1
utt_000381,dlg_00039,1,pilot,40183号联络道脱离地面有引导看到报告,40183号联络道脱离地面有引导看到报告,callsign,,1
utt_000382,dlg_00039,2,pilot,4018明白,4018明白,callsign,,1
utt_000383,dlg_00039,3,controller,4018,4018,callsign,,1
utt_000384,dlg_00039,4,controller,经07道空中滑行至停机坪注意两边的吹雪,经07道空中滑行至停机坪注意两边的吹雪,runway,,1
utt_000385,dlg_00039,5,pilot,4018明白,4018明白,callsign,,1
utt_000386,dlg_00039,6,controller,4018经07道空中滑行至停机坪注意两边的吹雪,4018经07道空中滑行至停机坪注意两边的吹雪,callsign|runway,,1
utt_000387,dlg_00039,7,pilot,长江4018看到地面指挥请求脱波,长江4018看到地面指挥请求脱波,callsign,,1
utt_000388,dlg_00039,8,controller,4018可以脱波再见,4018可以脱波再见,callsign,,1
utt_000389,dlg_00039,9,pilot,1号301,1号301,callsign,,1
utt_000390,dlg_00039,10,controller,301声音好,301声音好,callsign,,1
utt_000391,dlg_00040,1,pilot,呃301换2波道,呃301换2波道,callsign,,1
utt_000392,dlg_00040,2,controller,1号3012号准备好,1号3012号准备好,callsign,,1
utt_000393,dlg_00040,3,pilot,301开车,301开车,callsign,,1
utt_000394,dlg_00040,4,controller,301稍等,301稍等,callsign,,1
utt_000395,dlg_00040,5,pilot,301明白,301明白,callsign,,1
utt_000396,dlg_00040,6,controller,301滑出,301滑出,callsign,,1
utt_000397,dlg_00040,7,controller,301可以滑出,301可以滑出,callsign,,1
utt_000398,dlg_00040,8,pilot,301明白,301明白,callsign,,1
utt_000399,dlg_00040,9,controller,301可进跑道,301可进跑道,callsign|runway,,1
utt_000400,dlg_00040,10,controller,301可以进跑道,301可以进跑道,callsign|runway,,1
utt_000401,dlg_00041,1,pilot,301明白,301明白,callsign,,1
utt_000402,dlg_00041,2,controller,301工作好,301工作好,callsign,,1
utt_000403,dlg_00041,3,pilot,301计时起飞,301计时起飞,callsign,,1
utt_000404,dlg_00041,4,controller,301二转弯改出,301二转弯改出,callsign,,1
utt_000405,dlg_00041,5,pilot,301起落架放好三转弯,301起落架放好三转弯,callsign,,1
utt_000406,dlg_00041,6,controller,301可以三转弯风向90度4米每秒,301可以三转弯风向90度4米每秒,callsign|wind,,1
utt_000407,dlg_00041,7,pilot,301襟翼全放,301襟翼全放,callsign,,1
utt_000408,dlg_00041,8,controller,301可以着陆最后一次,301可以着陆最后一次,callsign,,1
utt_000409,dlg_00041,9,pilot,301连续,301连续,callsign,,1
utt_000410,dlg_00041,10,controller,301工作好,301工作好,callsign,,1
utt_000411,dlg_00042,1,pilot,301计时起飞,301计时起飞,callsign,,1
utt_000412,dlg_00042,2,controller,301二转弯改出,301二转弯改出,callsign,,1
utt_000413,dlg_00042,3,pilot,301明白,301明白,callsign,,1
utt_000414,dlg_00042,4,controller,301切台,301切台,callsign,,1
utt_000415,dlg_00042,5,pilot,1号明白,1号明白,,,1
utt_000416,dlg_00042,6,controller,301左转进入着陆航向,301左转进入着陆航向,callsign,,1
utt_000417,dlg_00042,7,controller,301可以左转进入着陆航向,301可以左转进入着陆航向,callsign,,1
utt_000418,dlg_00042,8,pilot,301放好下降,301放好下降,callsign|height,,1
utt_000419,dlg_00042,9,controller,301可以下降,301可以下降,callsign|height,,1
utt_000420,dlg_00042,10,pilot,301高度200 1号明白,301高度200 1号明白,callsign|height,,1
utt_000421,dlg_00043,1,pilot,301襟翼全放,301襟翼全放,callsign,,1
utt_000422,dlg_00043,2,controller,301可以着陆最后一次,301可以着陆最后一次,callsign,,1
utt_000423,dlg_00043,3,pilot,301连续计时,301连续计时,callsign,,1
utt_000424,dlg_00043,4,controller,301工作好,301工作好,callsign,,1
utt_000425,dlg_00043,5,pilot,301计时起飞,301计时起飞,callsign,,1
utt_000426,dlg_00043,6,controller,1号,1号,,,1
utt_000427,dlg_00043,7,pilot,"301明白1号301高度4,000通过1号",301明白1号301高度4000通过1号,callsign|height,,1
utt_000428,dlg_00043,8,pilot,302收到,302收到,callsign,,1
utt_000429,dlg_00043,9,controller,302,302,callsign,,1
utt_000430,dlg_00043,10,pilot,"高度3,500以下活动上方4,000有通过",高度3500以下活动上方4000有通过,callsign|height,,1
utt_000431,dlg_00044,1,pilot,301进入1号,301进入1号,callsign,,1
utt_000432,dlg_00044,2,controller,301可以进入1号,301可以进入1号,callsign,,1
utt_000433,dlg_00044,3,pilot,3011号完成动作,3011号完成动作,callsign,,1
utt_000434,dlg_00044,4,pilot,明白301,明白301,callsign,,1
utt_000435,dlg_00044,5,controller,301退出1号,301退出1号,callsign,,1
utt_000436,dlg_00044,6,controller,301可以,301可以,callsign,,1
utt_000437,dlg_00044,7,pilot,301高度07加入三转弯,301高度07加入三转弯,callsign|height|runway,,1
utt_000438,dlg_00044,8,controller,301301可以加入三转弯直接着陆,301301可以加入三转弯直接着陆,callsign,,1
utt_000439,dlg_00044,9,pilot,301高度317,301高度317,callsign|height|qnh,,1
utt_000440,dlg_00044,10,controller,左转通过,左转通过,,,0
utt_000441,dlg_00045,1,pilot,呃301高度317通场,呃301高度317通场,callsign|height|qnh,,1
utt_000442,dlg_00045,2,controller,301可以通场,301可以通场,callsign,,1
utt_000443,dlg_00045,3,pilot,301明白,301明白,callsign,,1
utt_000444,dlg_00045,4,controller,距南进入点2分钟,距南进入点2分钟,,,1
utt_000445,dlg_00045,5,pilot,301,301,callsign,,1
utt_000446,dlg_00045,6,controller,左盘旋,左盘旋,,,0
utt_000447,dlg_00045,7,pilot,301进入点,301进入点,callsign,,1
utt_000448,dlg_00045,8,controller,301起始点报,301起始点报,callsign,,1
utt_000449,dlg_00045,9,pilot,301明白起始点报,301明白起始点报,callsign,,1
utt_000450,dlg_00045,10,controller,301起始点,301起始点,callsign,,1
utt_000451,dlg_00046,1,pilot,301航线第三架,301航线第三架,callsign,,1
utt_000452,dlg_00046,2,pilot,301明白航线第三架,301明白航线第三架,callsign,,1
utt_000453,dlg_00046,3,controller,3013转弯,3013转弯,callsign,,1
utt_000454,dlg_00046,4,controller,301可以,301可以,callsign,,1
utt_000455,dlg_00046,5,pilot,左侧风5米每秒,左侧风5米每秒,wind,,1
utt_000456,dlg_00046,6,controller,301控制好速度脱离报,301控制好速度脱离报,callsign,,1
utt_000457,dlg_00046,7,pilot,301脱离,301脱离,callsign,,1
utt_000458,dlg_00046,8,controller,301距南f a f点2分钟,301距南f a f点2分钟,callsign,,1
utt_000459,dlg_00046,9,pilot,301右盘旋,301右盘旋,callsign,,1
utt_000460,dlg_00046,10,controller,301FAF点,301FAF点,callsign,,1
utt_000461,dlg_00047,1,pilot,301高度200,301高度200,callsign|height,,1
utt_000462,dlg_00047,2,pilot,明白301,明白301,callsign,,1
utt_000463,dlg_00047,3,controller,301,301,callsign,,1
utt_000464,dlg_00047,4,pilot,襟翼全放,襟翼全放,,,0
utt_000465,dlg_00047,5,controller,301可以着陆地面静风,301可以着陆地面静风,callsign|wind,,1
utt_000466,dlg_00047,6,pilot,301控制好速,301控制好速,callsign,,1
utt_000467,dlg_00047,7,controller,301控制好速度脱离吧,301控制好速度脱离吧,callsign,,1
utt_000468,dlg_00047,8,pilot,301脱离,301脱离,callsign,,1
utt_000469,dlg_00047,9,pilot,301对正报告,301对正报告,callsign,,1
utt_000470,dlg_00047,10,pilot,301明白对正报告,301明白对正报告,callsign,,1
utt_000471,dlg_00048,1,pilot,301对正下降,301对正下降,callsign|height,,1
utt_000472,dlg_00048,2,controller,301可以下降,301可以下降,callsign|height,,1
utt_000473,dlg_00048,3,controller,1号301检查好开车,1号301检查好开车,callsign,,1
utt_000474,dlg_00048,4,controller,301可以开车,301可以开车,callsign,,1
utt_000475,dlg_00048,5,controller,应答机,应答机,,,0
utt_000476,dlg_00048,6,controller,场压317,场压317,callsign|qnh,,1
utt_000477,dlg_00048,7,controller,呃301可以开车应答机3107,呃301可以开车应答机3107,callsign|runway,,1
utt_000478,dlg_00048,8,controller,场压317,场压317,callsign|qnh,,1
utt_000479,dlg_00048,9,controller,应答机3107场压317,应答机3107场压317,callsign|qnh|runway,,1
utt_000480,dlg_00048,10,pilot,301,301,callsign,,1
utt_000481,dlg_00049,1,controller,301检查好滑出,301检查好滑出,callsign,,1
utt_000482,dlg_00049,2,controller,301可以滑出滑行注意观察,301可以滑出滑行注意观察,callsign,,1
utt_000483,dlg_00049,3,pilot,301明白,301明白,callsign,,1
utt_000484,dlg_00049,4,controller,301请示十二号跑道,301请示十二号跑道,callsign|runway,,1
utt_000485,dlg_00049,5,pilot,301,301,callsign,,1
utt_000486,dlg_00049,6,controller,请示向前滑,请示向前滑,,,0
utt_000487,dlg_00049,7,controller,301可以进跑道,301可以进跑道,callsign|runway,,1
utt_000488,dlg_00049,8,pilot,301跑道口等待,301跑道口等待,callsign|runway,,1
utt_000489,dlg_00049,9,controller,301跟着陆地的3107进跑道等待,301跟着陆地的3107进跑道等待,callsign|runway,,1
utt_000490,dlg_00049,10,pilot,进跑道301,进跑道301,callsign|runway,,1
utt_000491,dlg_00050,1,pilot,稍等301,稍等301,callsign,,1
utt_000492,dlg_00050,2,controller,跟着落地的3107进跑道等待301,跟着落地的3107进跑道等待301,callsign|runway,,1
utt_000493,dlg_00050,3,controller,301检查好起飞301可以起飞,301检查好起飞301可以起飞,callsign,,1
utt_000494,dlg_00050,4,controller,可以起飞301,可以起飞301,callsign,,1
utt_000495,dlg_00050,5,pilot,301一转弯,301一转弯,callsign,,1
utt_000496,dlg_00050,6,controller,301远台侧方,301远台侧方,callsign,,1
utt_000497,dlg_00050,7,pilot,301三转弯,301三转弯,callsign,,1
utt_000498,dlg_00050,8,controller,301可以三转弯,301可以三转弯,callsign,,1
utt_000499,dlg_00050,9,pilot,301明白,301明白,callsign,,1
utt_000500,dlg_00050,10,controller,301五边向台,301五边向台,callsign,,1
utt_000501,dlg_00051,1,pilot,301起落架放好,301起落架放好,callsign,,1
utt_000502,dlg_00051,2,controller,02右着陆,02右着陆,runway,,1
utt_000503,dlg_00051,3,controller,301可以着陆,301可以着陆,callsign,,1
utt_000504,dlg_00051,4,pilot,明白301,明白301,callsign,,1
utt_000505,dlg_00051,5,controller,301脱离301可以,301脱离301可以,callsign,,1
utt_000506,dlg_00051,6,pilot,301到位请求关车,301到位请求关车,callsign,,1
utt_000507,dlg_00051,7,controller,301可以关车再见再见,301可以关车再见再见,callsign,,1
